"","cat1","cat2","cat3","cat4","cat5","cat6","cat7","prodname","vendor","ASIN","price","weight_lb","dim1_in","dim2_in","dim3_in","rating"
"238","Amazon Devices & Accessories","Amazon Device Accessories","Protection Plans",NA,NA,NA,NA,"2-Year Accident Protection Plan for All New Fire HD 10 (9th generation)","SquareTrade","B07PD1NS2C",24.99,NA,NA,NA,NA,0.526315789473684
"243","Amazon Devices & Accessories","Amazon Device Accessories","Protection Plans",NA,NA,NA,NA,"1-Year Accident Protection Plan for All New Fire HD 10 (9th generation)","SquareTrade","B07PD1MWZH",19.99,NA,NA,NA,NA,0.357142857142857
"244","Amazon Devices & Accessories","Amazon Device Accessories","Protection Plans",NA,NA,NA,NA,"3-Year Accident Protection Plan for All New Fire HD 10 (9th generation)","SquareTrade","B07PD868CR",29.99,NA,NA,NA,NA,0.434782608695652
"246","Electronics","Computers & Accessories","Tablet Accessories","Screen Protectors",NA,NA,NA,"NuPro Anti-Glare Screen Protector for Amazon Fire 7 Tablet (9th Generation - 2019 release) (2-Pack)","Nupro","B06Y5WW2XT",12.99,NA,NA,NA,NA,0.0818181818181818
"247","Electronics","Headphones","On-Ear Headphones",NA,NA,NA,NA,"ONANOFF BuddyPhones Explore Foldable, Volume-Limiting Kids Headphones with Travel Bag, Built-In Audio Sharing Cable with Mic, Compatible with Fire, iPad, iPhone, and Android Devices, Blue","ONANOFF","B01FRLCX7O",29.97,NA,NA,NA,NA,0.0818181818181818
"248","Electronics","Accessories & Supplies","Mounts",NA,NA,NA,NA,"TFY Car Headrest Mount Holder for All Kindle Fire - Kindle Fire HD 6 / HD 7 / HD X7 / HD X9 / HD 6 (2014) / HD 7 (2014) / HD 6 (Kid Edition) / HD 7 (Kid Edition) / New Fire 7 (2015) / HD 8 / HD 10","TFY","B00ZYYSX5G",152.4,NA,NA,NA,NA,0.0818181818181818
"249","Baby Products","Car Seats & Accessories","Accessories","Storage & Organizers",NA,NA,NA,"Cartik 2 Pack Backseat Car Organizer for Kids, Babies and Toddlers, with Tablet Holder by iPad Touch Screen, Fit to Baby Stroller, Large Storage, Kick Mat, Back Seat Protector, Organizer eBook","Cartik","B07GNRHN2Q",27.99,NA,NA,NA,NA,0.0818181818181818
"254","Electronics","Computers & Accessories","Tablet Accessories","Screen Protectors",NA,NA,NA,"NuPro Clear Screen Protector for Amazon Fire 7 Tablet (9th Generation - 2019 release) (2-Pack)","Nupro","B06Y5NBSX7",12.99,NA,NA,NA,NA,0.0818181818181818
"260","Health & Household","Household Supplies","Household Batteries","AA",NA,NA,NA,"Energizer L91SBP-12  AA Lithium Batteries, World's Longest Lasting Double A Battery, Ultimate Lithium (12 Battery Count) - Packaging May Vary","Energizer","B071D87WPV",15.98,0.4375,4.5,7.8,0.6,0.454545454545455
"279","Amazon Devices & Accessories","Amazon Device Accessories","Protection Plans",NA,NA,NA,NA,"1-Year Accident Protection for Echo Dot (2016 release)","SquareTrade","B01IQEJ7H8",2.99,NA,NA,NA,NA,0.333333333333333
"280","Amazon Devices & Accessories","Amazon Device Accessories","Protection Plans",NA,NA,NA,NA,"2-Year Accident Protection for Echo Dot (2016 release)","SquareTrade","B01IQEJ97G",4.99,NA,NA,NA,NA,0.4
"281","Amazon Devices & Accessories","Amazon Device Accessories","Protection Plans",NA,NA,NA,NA,"3-Year Protection Plan plus Accident Protection for Echo Dot (2016 release)","SquareTrade","B01IQEJA7A",9.99,NA,NA,NA,NA,0.333333333333333
"282","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Large 1/2 Gallon Storage and Sous vide Size, 10-inch (64.2-ounce), Aqua","Stasher","B07C13VS1M",21.97,NA,NA,NA,NA,0.0818181818181818
"283","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Large 1/2 Gallon Storage and Sous vide Size, 10-inch (64.2-ounce), Aqua","Stasher","B07FNJP5MQ",25.29,NA,NA,NA,NA,0.0818181818181818
"284","Home & Kitchen","Kitchen & Dining","Small Appliances","Waffle Irons",NA,NA,NA,"Dash Mini Maker: The Mini Waffle Maker Machine for Individual Waffles, Paninis, Hash browns, & other on the go Breakfast, Lunch, or Snacks - Aqua","DASH","B01M9I779L",9.99,NA,NA,NA,NA,0.0818181818181818
"285","Home & Kitchen","Kitchen & Dining","Small Appliances","Waffle Irons",NA,NA,NA,"Dash Mini Maker: The Mini Waffle Maker Machine for Individual Waffles, Paninis, Hash browns, & other on the go Breakfast, Lunch, or Snacks - Aqua","DASH","B07V4G2G6W",9.99,NA,NA,NA,NA,0.0818181818181818
"286","Health & Household","Vitamins & Dietary Supplements","Vitamins","Multivitamins",NA,NA,NA,"SmartyPants Kids Formula Daily Gummy Vitamins: Gluten Free, Multivitamin & Omega 3 Fish Oil (DHA/EPA), Methyl B12, Vitamin D3, Vitamin B6, 120 Count (30 Day Supply) - Packaging May Vary","SmartyPants Vitamins","B004QQ9LVS",15.84,0.8,8,4,4,2.625
"287","Home & Kitchen","Kitchen & Dining","Small Appliances","Specialty Appliances","Egg Cookers",NA,NA,"Dash DEC005BK black Rapid 6 Capacity Electric Cooker for Hard Boiled, Poached, Scrambled Eggs, or Omelets with Auto Shut Off Feature, One Size","DASH","B072JBFR58",17.33,NA,NA,NA,NA,0.0818181818181818
"288","Tools & Home Improvement","Kitchen & Bath Fixtures","Bathroom Fixtures","Bathroom Sink & Bathtub Accessories","Drain Strainers",NA,NA,"TubShroom The Revolutionary Tub Drain Protector Hair Catcher/Strainer/Snare, White","TubShroom","B01BYMTYBS",12.99,NA,NA,NA,NA,0.0818181818181818
"289","Tools & Home Improvement","Kitchen & Bath Fixtures","Bathroom Fixtures","Bathroom Sink & Bathtub Accessories","Drain Strainers",NA,NA,"TubShroom The Revolutionary Tub Drain Protector Hair Catcher/Strainer/Snare, White","TubShroom","B07NL1HTPT",12.99,NA,NA,NA,NA,0.0818181818181818
"290","Health & Household","Household Supplies","Paper & Plastic","Toilet Paper, Wipes & Sprays","Personal Cleansing Wipes",NA,NA,"DUDE Wipes Flushable Wet Wipes Dispenser (3 Packs 48 Wipes), Unscented Wet Wipes with Vitamin-E & Aloe for at-Home Use, Septic and Sewer Safe","Dude Products","B01NAPQ4QP",8.94,NA,NA,NA,NA,0.0818181818181818
"291","Grocery & Gourmet Food","Pantry Staples","Cooking & Baking","Syrups, Sugars & Sweeteners","Honey",NA,NA,"Mike’s Hot Honey, 12 oz Squeeze Bottle (1 Pack), Honey with a Kick, Sweetness & Heat, 100% Pure Honey, Gluten-Free & Paleo","Mike's Hot Honey","B011LWRBES",6.99,0.4,2,2,6.5,3.71428571428571
"292","Health & Household","Vitamins & Dietary Supplements","Vitamins","Prenatal Vitamins",NA,NA,NA,"SmartyPants Prenatal Formula Daily Gummy Vitamins: Gluten Free, Multivitamin, Folate (Methylfolate), Omega 3 (Dha/Epa) Fish Oil, Methyl B12, vitamin D3 (30 Day Supply) - Packaging May Vary","SmartyPants Vitamins","B00VFYYAC4",16.49,1.2,5,5,5,2.43478260869565
"293","Cell Phones & Accessories","Accessories","Car Accessories","Car Cradles & Mounts",NA,NA,NA,"iOttie Easy One Touch 4 Dash & Windshield Car Mount Phone Holder || for iPhone, Samsung, Moto, Huawei, Nokia, LG, Smartphones","iOttie","B076B27WP6",24.95,NA,NA,NA,NA,0.0818181818181818
"294","Grocery & Gourmet Food","Pantry Staples","Cooking & Baking","Syrups, Sugars & Sweeteners","Sugars",NA,NA,"Lakanto Monkfruit Sweetener, 1:1 Sugar Substitute, Keto, Non-GMO (Classic White - 3 lbs)","Lakanto","B01LDNBAC4",23.99,3,NA,NA,NA,3.76923076923077
"295","Electronics","Camera & Photo","Video Surveillance","Surveillance Cameras",NA,NA,NA,"Wyze Cam 1080p HD Indoor Wireless Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant (Pack of 2), White - WYZEC2X2","Wyze Labs","B07G2YR23M",47.43,NA,NA,NA,NA,0.0818181818181818
"296","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Thermocoolers",NA,NA,"BruMate Hopsulator Slim Double-walled Stainless Steel Insulated Can Cooler for 12 Oz Slim Cans (Aqua)","BruMate","B07H8N6SXF",19.99,NA,NA,NA,NA,0.0818181818181818
"297","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Thermocoolers",NA,NA,"BruMate Hopsulator Slim Double-walled Stainless Steel Insulated Can Cooler for 12 Oz Slim Cans (Aqua)","BruMate","B07RSMBZ6H",19.99,NA,NA,NA,NA,0.0818181818181818
"298","Health & Household","Vitamins & Dietary Supplements","Supplements","Digestive Supplements","Probiotics",NA,NA,"OLLY Kids Multi + Probiotic Gummy Multivitamin, 35 Day Supply (70 Count), Yum Berry Punch, Vitamins A, C, D, E, B, Zinc, Probiotics, Chewable Supplement","Olly","B014G3M6I0",11.99,0.55,3.5,3.5,4.1,0.416666666666667
"299","Electronics","Computers & Accessories","Computer Accessories & Peripherals","Computer Cable Adapters","USB-to-USB Adapters",NA,NA,"nonda USB C to USB Adapter,USB-C to USB 3.0 Adapter,USB Type-C to USB,Thunderbolt 3 to USB Female Adapter OTG for MacBook Pro 2019/2018,MacBook Air 2018,Surface Go,and More Type-C devices(Space Gray)","nonda","B015Z7XE0A",9.99,NA,NA,NA,NA,0.0818181818181818
"300","Toys & Games","Games & Accessories","Card Games",NA,NA,NA,NA,"Exploding Kittens Card Game - Family-Friendly Party Games - Card Games For Adults, Teens & Kids","Exploding Kittens LLC","B010TQY7A8",19.99,NA,NA,NA,NA,0.0818181818181818
"301","Grocery & Gourmet Food","Snack Foods","Bars","High Protein",NA,NA,NA,"Health Warrior Chia Bars, Tropical Variety Pack, Gluten Free, Vegan, 25g Bars, 15 Count","Health Warrior","B00T0NE37O",12.79,0.9375,6.5,4.2,2.2,0.454545454545455
"302","Sports & Outdoors","Sports & Fitness","Exercise & Fitness","Accessories","Exercise Bands",NA,NA,"WODFitters Pull Up Assistance Bands - Stretch Resistance Band - Mobility Band - Powerlifting Bands, Durable Workout/Exercise Bands - Single Band or Set","WODFitters","B07BWC1N83",22.57,NA,NA,NA,NA,0.0818181818181818
"303","Home & Kitchen","Kitchen & Dining","Small Appliances","Electric Griddles",NA,NA,NA,"Dash DMS001AQ Mini Maker Electric Round Griddle for Individual Pancakes, Cookies, Eggs & other on the go Breakfast, Lunch & Snacks with Indicator Light + Included Recipe Book - Aqua","DASH","B0169N1YMO",14.99,NA,NA,NA,NA,0.0818181818181818
"304","Home & Kitchen","Kitchen & Dining","Small Appliances","Electric Griddles",NA,NA,NA,"Dash DMS001AQ Mini Maker Electric Round Griddle for Individual Pancakes, Cookies, Eggs & other on the go Breakfast, Lunch & Snacks with Indicator Light + Included Recipe Book - Aqua","DASH","B07RD1KRVT",14.99,NA,NA,NA,NA,0.0818181818181818
"305","Beauty & Personal Care","Oral Care",NA,NA,NA,NA,NA,"Hello Oral Care Activated Charcoal Teeth Whitening Fluoride Free and SLS Free Toothpaste, 1 Count","Hello Oral Care","B076B8PX14",4.82,0.3,2.1,1.5,5.6,0.434782608695652
"306","Home & Kitchen","Kitchen & Dining","Small Appliances","Specialty Appliances","Egg Cookers",NA,NA,"Dash DEC012AQ Deluxe Rapid Egg Cooker: Electric, 12 Capacity for Hard Boiled, Poached, Scrambled, Omelets, Steamed Vegetables, Seafood, Dumplings & More with Auto Shut Off Feature Aqua","DASH","B07GPF8CCZ",26.63,NA,NA,NA,NA,0.0818181818181818
"307","Home & Kitchen","Kitchen & Dining","Small Appliances","Specialty Appliances","Egg Cookers",NA,NA,"Dash DEC012AQ Deluxe Rapid Egg Cooker: Electric, 12 Capacity for Hard Boiled, Poached, Scrambled, Omelets, Steamed Vegetables, Seafood, Dumplings & More with Auto Shut Off Feature Aqua","DASH","B07NDWB1V2",26.63,NA,NA,NA,NA,0.0818181818181818
"308","Health & Household","Vitamins & Dietary Supplements","Supplements","Digestive Supplements","Probiotics",NA,NA,"OLLY Probiotic + Prebiotic Gummy, 30 Day Supply (30 Gummies), Peachy Peach, Probiotics, Live Cultures, Prebiotic Fiber, Chewable Supplement","Olly","B012RFVHSO",13.99,0.3,2.8,2.8,4.1,0.37037037037037
"309","Health & Household","Vitamins & Dietary Supplements","Vitamins","Multivitamins",NA,NA,NA,"SmartyPants Toddler Formula Daily Gummy Vitamins: Gluten Free, Multivitamin & Omega 3 Fish Oil (DHA/EPA), Methyl B12, Vitamin D3, Vitamin B6, 90 Count (30 Day Supply) - Packaging May Vary","SmartyPants Vitamins","B07B6KC1PQ",16.99,0.4,2.5,2.5,4.5,0.69047619047619
"310","Health & Household","Vitamins & Dietary Supplements","Vitamins","Blended Vitamin & Mineral Supplements",NA,NA,NA,"OLLY Undeniable Beauty Gummy, 30 Day Supply (60 Gummies), Grapefruit Glam, Biotin, Vitamin C, Keratin, For Hair, Skin, Nails, Chewable Supplement","Olly","B014G3WK9U",12.42,0.5,2.8,2.8,4.1,0.928571428571428
"311","Electronics","Camera & Photo","Tripods & Monopods","Tabletop & Travel Tripods",NA,NA,NA,"UBeesize Tripod S, Premium Phone Tripod, Flexible Tripod with Wireless Remote Shutter, Compatible with iPhone/Android Samsung, Mini Tripod Stand Holder for Camera GoPro/Mobile Cell Phone (Upgraded)","UBeesize","B07837W5NX",24.99,NA,NA,NA,NA,0.0818181818181818
"312","Grocery & Gourmet Food","Beverages","Bottled Beverages, Water & Drink Mixes","Coconut Water",NA,NA,NA,"Vita Coco Coconut Water, Pure Organic | Naturally Hydrating Electrolyte Drink | Smart Alternative To Coffee, Soda, & Sports Drinks | Gluten Free | 11.1 Oz (Pack Of 12)","Vita Coco","B07DJ16CD6",18.99,9.9,NA,NA,NA,4.45454545454546
"313","Grocery & Gourmet Food","Beverages","Coffee, Tea & Cocoa","Coffee","Instant Coffee",NA,NA,"Four Sigmatic Mushroom Coffee with Lion’s Mane & Chaga For Concentration + Focus, Vegan, Paleo, Gluten Free, 0.09 Ounce (10 Count)","Four Sigma Foods","B00ZWA7LQ4",12.18,0.18125,3.2,3.2,2.2,3.45454545454545
"314","Grocery & Gourmet Food","Candy & Chocolate","Jelly Beans & Gummy Candy","Gummy Candy",NA,NA,NA,"SmartSweets Sweetfish 1.8 Ounce Bags (12 Count), Candy With Low-Sugar (3g) & Low Calorie (80)- Free of Sugar Alcohols & No Artificial Sweeteners, Sweetened With Stevia","SmartSweets","B07GRLHGRG",32,1.6,8.8,4.5,6,0.434782608695652
"315","Health & Household","Health Care","OTC Medications & Treatments","Cough & Cold","Cold & Flu Relief",NA,NA,"BEEKEEPER'S NATURALS Propolis Throat Spray - 95% Bee Propolis Extract - Natural Immune Support & Sore Throat Relief, Great for Cold & Flu Symptoms - Antioxidants, Keto, Paleo, Gluten-Free (1.06 oz)","Beekeeper's Naturals","B019ND0DU6",29.33,0.1,1,1,3.9,0.333333333333333
"316","Toys & Games","Games & Accessories","Card Games",NA,NA,NA,NA,"Unstable Unicorns Card Game - A Strategic Card Game & Party Game for Adults & Teens (2ND Edition with New Cards!)","TeeTurtle","B07V3NH51J",18.54,NA,NA,NA,NA,0.0818181818181818
"317","Home & Kitchen","Kitchen & Dining","Kitchen Utensils & Gadgets","Graters, Peelers & Slicers","Peelers",NA,NA,"Kuhn Rikon Original Swiss Peeler, Black","Kuhn Rikon","B00JN0M5WO",8.49,NA,NA,NA,NA,0.0818181818181818
"318","Home & Kitchen","Kitchen & Dining","Kitchen Utensils & Gadgets","Graters, Peelers & Slicers","Peelers",NA,NA,"Kuhn Rikon Original Swiss Peeler, Black","Kuhn Rikon","B01MS47HWS",8.49,NA,NA,NA,NA,0.0818181818181818
"320","Health & Household","Health Care","Sleep & Snoring","Medicinal Sleep Aids",NA,NA,NA,"OLLY Sleep Melatonin Gummy, All Natural Flavor and Colors with L Theanine, Chamomile, and Lemon Balm, 3 mg per serving, 30 Day Supply (60 gummies)","Olly","B07NZKSFKM",15.06,0.3625,2.5,5.7,7.5,0.666666666666667
"321","Grocery & Gourmet Food","Beverages","Coffee, Tea & Cocoa","Non-Dairy Coffee Creamers",NA,NA,NA,"nutpods French Vanilla, Unsweetened Dairy-Free Liquid Coffee Creamer Made From Almonds and Coconuts (4-pack)","nutpods","B01ENL3Q02",14.95,3.2,5.7,2.6,6,2.45454545454545
"322","Health & Household","Household Supplies","Paper & Plastic","Toilet Paper, Wipes & Sprays","Personal Cleansing Wipes",NA,NA,"DUDE Wipes Flushable Wet Wipes 30 Wipes, Individually Wrapped for Travel, Unscented Wet Wipes with Vitamin-E & Aloe, Septic and Sewer Safe","Dude Products","B008LXBZF2",9.42,0.53125,5.5,4,3.5,0.666666666666667
"323","Health & Household","Vitamins & Dietary Supplements","Vitamins","Multivitamins",NA,NA,NA,"SmartyPants Men’s Formula Daily Gummy Vitamins: Gluten Free, Multivitamin & Omega 3 Fish Oil (DHA/EPA), Methyl B12, Vitamin D3, Vitamin B6, 180 Count (30 Day Supply) - Packaging May Vary","SmartyPants Vitamins","B01B1JPXGO",24.84,1.2,5,5,5,0.641025641025641
"324","Home & Kitchen","Seasonal Decor","Artificial Snow",NA,NA,NA,NA,"Be Amazing! Toys Amazing Grow Snow Jar, Makes 2 gallon","Be Amazing! Toys","B000FA6APE",7.88,NA,NA,NA,NA,0.0818181818181818
"325","Health & Household","Vitamins & Dietary Supplements","Supplements","Digestive Supplements","Probiotics",NA,NA,"SmartyPants Kids Probiotic Complete Daily Gummy Supplement; Probiotics & Prebiotics; Gluten Free, Digestive & Immune Support*; 4 billion CFU, Vegan, Non-GMO, Stawberry Creme, 60 Count (30 Day Supply)","SmartyPants Vitamins","B01LB1O3LI",16.56,0.45,2.5,2.5,4.5,0.333333333333333
"326","Health & Household","Vitamins & Dietary Supplements","Vitamins","Prenatal Vitamins",NA,NA,NA,"OLLY The Essential Prenatal Gummy Multivitamin, 30 Day Supply (60 Gummies), Sweet Citrus, Folic Acid, Vitamin D, Omega 3 DHA, Chewable Supplement","Olly","B014G3ZY5W",12.42,0.75,3.5,3.5,4.1,0.777777777777778
"327","Electronics","Computers & Accessories","Computer Accessories & Peripherals","Computer Cable Adapters","Gender Changers",NA,NA,"nonda USB C to USB Adapter, USB-C to USB 3.0 Adapter, USB Type-C to USB, Thunderbolt 3 to USB Female Adapter Otg for MacBook Pro 2019/2018/2017, MacBook Air 2018, Surface Go, and More Type-C devices","nonda","B07PTX7TF1",8.99,NA,NA,NA,NA,0.0818181818181818
"328","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Sandwich Storage Size, 7-inch (15-ounce), Aqua","Stasher","B01DZQT99I",11.99,NA,NA,NA,NA,0.0818181818181818
"329","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Sandwich Storage Size, 7-inch (15-ounce), Lime","Stasher","B0744SC6XP",47.92,NA,NA,NA,NA,0.0818181818181818
"330","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Sandwich Storage Size, 7-inch (15-ounce), Grey","Stasher","B01M596FPA",11.99,NA,NA,NA,NA,0.0818181818181818
"331","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Bags, Pocket Storage Size, 4.5-inch (4-ounce), Set of 2, Clear + Aqua","Stasher","B07RC84B75",13.99,NA,NA,NA,NA,0.0818181818181818
"332","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Snack Storage Size, 4.5-inch (9.9-ounce), Aqua","Stasher","B06XPK5BM8",12.99,NA,NA,NA,NA,0.0818181818181818
"333","Home & Kitchen","Kitchen & Dining","Storage & Organization","Food Storage","Food Storage & Organization Sets",NA,NA,"Stasher Stand-Up 100% Silicone Reusable Food Storage Bag, 7.75"" x 3"" (56-ounce), Aqua","Stasher","B07VRQJL9C",19.99,NA,NA,NA,NA,0.0818181818181818
"334","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Large 1/2 Gallon Storage and Sous vide Size, 10-inch (64.2-ounce), Clear","Stasher","B075TM3GVX",25.99,NA,NA,NA,NA,0.0818181818181818
"335","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Sandwich Storage Size, 7-inch (15-ounce), Citrus","Stasher","B01DZQT7B8",42.16,NA,NA,NA,NA,0.0818181818181818
"336","Home & Kitchen","Kitchen & Dining","Storage & Organization","Travel & To-Go Food Containers","Lunch Bags",NA,NA,"Stasher 100% Silicone Reusable Food Bag, Sandwich Storage Size, 7-inch (15-ounce), Obsidian","Stasher","B07D922ZKS",11.99,NA,NA,NA,NA,0.0818181818181818
